File,Class,Animation,Frame,X,Y
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2SwapFourarms,14,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2SwapFourarms,15,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2SwapFourarms,16,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2SwapFourarms,17,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2SwapFourarms,18,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2SwapFourarms,19,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2SwapFourarms,20,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2SwapFourarms,21,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2SwapFourarms,22,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2SwapFourarms,23,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2SwapFourarms,24,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2SwapFourarms,25,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2SwapFourarms,26,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2SwapFourarms,27,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2SwapFourarms,28,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2SwapFourarms,29,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2SwapFourarms,30,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2SwapFourarms,31,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2SwapFourarms,32,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2SwapFourarms,33,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2SwapFourarms,34,301.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2SwapFourarms,35,301.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2SwapFourarms,36,301.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2SwapFourarms,37,301.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2SwapFourarms,38,301.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2SwapFourarms,39,301.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2SwapFourarms,40,301.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2SwapFourarms,41,301.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2SwapFourarms,42,301.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2SwapFourarms,43,301.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2SwapFourarms,44,301.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2HitSwapFourarms,0,241.95,-47.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2HitSwapFourarms,1,194.85,-43.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2HitSwapFourarms,2,31.8,-53
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2HitSwapFourarms,3,-71.1,-47.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2HitSwapFourarms,4,-117.2,-42.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2HitSwapFourarms,5,-145.05,-31
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2HitSwapFourarms,6,-173.05,-23
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2HitSwapFourarms,7,-183.05,-12
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2HitSwapFourarms,8,-193.05,-7
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2HitSwapFourarms,9,-191.1,-4.45
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2HitSwapFourarms,10,-107.15,1.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2HitSwapFourarms,11,207,-25.55
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,0,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,1,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,2,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,3,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,4,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,5,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,6,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,7,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,8,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,9,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,10,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,11,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,12,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,13,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,14,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,15,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,16,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,17,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,18,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,19,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,20,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,21,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,22,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,23,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,24,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,25,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,26,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,27,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,28,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,29,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,30,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,31,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,32,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,33,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,34,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,35,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,36,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,37,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,38,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,39,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,40,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,41,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,42,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,43,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5SwapDiamondhead,44,124.5,63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5HitSwapDiamondhead,0,-51.55,89
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5HitSwapDiamondhead,1,-51.55,89
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5HitSwapDiamondhead,2,-18.55,97.05
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5HitSwapDiamondhead,3,14.5,89.05
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5HitSwapDiamondhead,4,38.5,87.05
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5HitSwapDiamondhead,5,74.5,66.05
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5HitSwapDiamondhead,6,74.5,66.05
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5HitSwapDiamondhead,7,179.55,72
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5HitSwapDiamondhead,8,282.55,97
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5HitSwapDiamondhead,9,314.55,103.05
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5HitSwapDiamondhead,10,327.55,107
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5HitSwapDiamondhead,11,337.55,110
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5HitSwapDiamondhead,12,351.55,94
Animation_Fists.anm,a__FistsAnimation,AttackSpecialThief5HitSwapDiamondhead,13,362.6,89
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem3SwapFourarms,32,125.9,-137.6
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem3SwapFourarms,33,156.3,-301.85
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem3SwapFourarms,34,90.95,-381.6
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem3SwapFourarms,35,47.45,-390
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem3SwapFourarms,36,47.45,-390
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem3HitSwapFourarms,0,47.45,-390
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem3HitSwapFourarms,1,170.1,-229.2
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem3HitSwapFourarms,2,222.6,-105.75
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem3HitSwapFourarms,3,226.8,-77.8
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem3HitSwapFourarms,4,227.6,-68.45
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem3HitSwapFourarms,5,227.6,-63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem3HitSwapFourarms,6,227.6,-58.35
Animation_Fists.anm,a__FistsAnimation,AttackSpecialRageFighter5HitSwapRyu,0,-124.85,-12.9
Animation_Fists.anm,a__FistsAnimation,AttackSpecialRageFighter5HitSwapRyu,1,-198.9,-48.95
Animation_Fists.anm,a__FistsAnimation,AttackSpecialRageFighter5HitSwapRyu,2,-226.5,-62.55
Animation_Fists.anm,a__FistsAnimation,AttackSpecialRageFighter5HitSwapRyu,3,-254.15,-76.15
Animation_Fists.anm,a__FistsAnimation,AttackSpecialRageFighter5HitSwapRyu,4,214.35,16.3
Animation_Fists.anm,a__FistsAnimation,AttackSpecialRageFighter5HitSwapRyu,5,186.7,2.7
Animation_Fists.anm,a__FistsAnimation,AttackSpecialRageFighter5HitSwapRyu,6,159.1,-10.9
Animation_Fists.anm,a__FistsAnimation,AttackSpecialRageFighter5Hit2SwapRyu,0,159.1,-10.9
Animation_Fists.anm,a__FistsAnimation,AttackSpecialRageFighter5Hit2SwapRyu,1,159.1,-10.9
Animation_Fists.anm,a__FistsAnimation,AttackSpecialRageFighter5Hit2SwapRyu,2,159.1,-10.9
Animation_Fists.anm,a__FistsAnimation,AttackSpecialRageFighter5Hit2SwapRyu,3,159.1,-10.9
Animation_Fists.anm,a__FistsAnimation,AttackSpecialRageFighter5Hit2SwapRyu,4,159.1,-10.9
Animation_Fists.anm,a__FistsAnimation,AttackSpecialRageFighter5Hit2SwapRyu,5,159.1,-10.9
Animation_Fists.anm,a__FistsAnimation,AttackSpecialRageFighter5Hit2SwapRyu,6,159.1,-10.9
Animation_Fists.anm,a__FistsAnimation,AttackSpecialRageFighter5Hit2SwapRyu,7,159.1,-10.9
Animation_Fists.anm,a__FistsAnimation,AttackSpecialRageFighter5HitSwapSFKen,0,-124.85,-12.9
Animation_Fists.anm,a__FistsAnimation,AttackSpecialRageFighter5HitSwapSFKen,1,-198.9,-48.95
Animation_Fists.anm,a__FistsAnimation,AttackSpecialRageFighter5HitSwapSFKen,2,-226.5,-62.55
Animation_Fists.anm,a__FistsAnimation,AttackSpecialRageFighter5HitSwapSFKen,3,-254.15,-76.15
Animation_Fists.anm,a__FistsAnimation,AttackSpecialRageFighter5HitSwapSFKen,4,214.35,16.3
Animation_Fists.anm,a__FistsAnimation,AttackSpecialRageFighter5HitSwapSFKen,5,186.7,2.7
Animation_Fists.anm,a__FistsAnimation,AttackSpecialRageFighter5HitSwapSFKen,6,159.1,-10.9
Animation_Fists.anm,a__FistsAnimation,AttackSpecialRageFighter5Hit2SwapSFKen,0,159.1,-10.9
Animation_Fists.anm,a__FistsAnimation,AttackSpecialRageFighter5Hit2SwapSFKen,1,159.1,-10.9
Animation_Fists.anm,a__FistsAnimation,AttackSpecialRageFighter5Hit2SwapSFKen,2,159.1,-10.9
Animation_Fists.anm,a__FistsAnimation,AttackSpecialRageFighter5Hit2SwapSFKen,3,159.1,-10.9
Animation_Fists.anm,a__FistsAnimation,AttackSpecialRageFighter5Hit2SwapSFKen,4,159.1,-10.9
Animation_Fists.anm,a__FistsAnimation,AttackSpecialRageFighter5Hit2SwapSFKen,5,159.1,-10.9
Animation_Fists.anm,a__FistsAnimation,AttackSpecialRageFighter5Hit2SwapSFKen,6,159.1,-10.9
Animation_Fists.anm,a__FistsAnimation,AttackSpecialRageFighter5Hit2SwapSFKen,7,159.1,-10.9
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,0,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,1,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,2,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,3,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,4,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,5,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,6,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,7,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,8,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,9,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,10,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,11,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,12,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,13,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,14,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,15,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,16,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,17,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,18,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,19,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,20,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,21,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,22,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,23,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,24,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,25,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,26,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,27,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,28,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,29,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,30,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,31,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,32,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,33,235.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,34,301.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,35,301.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,36,301.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,37,301.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,38,301.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,39,301.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,40,301.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,41,301.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,42,301.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,43,301.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2_SwapToph,44,301.95,-45.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2Hit_SwapToph,0,241.95,-47.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2Hit_SwapToph,1,194.85,-43.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2Hit_SwapToph,2,31.8,-53
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2Hit_SwapToph,3,-71.1,-47.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2Hit_SwapToph,4,-117.2,-42.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2Hit_SwapToph,5,-145.05,-31
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2Hit_SwapToph,6,-173.05,-23
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2Hit_SwapToph,7,-183.05,-12
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2Hit_SwapToph,8,-193.05,-7
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2Hit_SwapToph,9,-191.1,-4.45
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2Hit_SwapToph,10,-107.15,1.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem2Hit_SwapToph,11,207,-25.55
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem3_SwapToph,32,125.9,-137.6
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem3_SwapToph,33,156.3,-301.85
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem3_SwapToph,34,90.95,-381.6
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem3_SwapToph,35,47.45,-390
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem3_SwapToph,36,47.45,-390
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem3Hit_SwapToph,0,47.45,-390
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem3Hit_SwapToph,1,170.1,-229.2
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem3Hit_SwapToph,2,222.6,-105.75
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem3Hit_SwapToph,3,226.8,-77.8
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem3Hit_SwapToph,4,227.6,-68.45
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem3Hit_SwapToph,5,227.6,-63
Animation_Fists.anm,a__FistsAnimation,AttackSpecialGolem3Hit_SwapToph,6,227.6,-58.35
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador02,31,167.5,-141
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador02,32,199.5,-65.95
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador02,33,207.5,-20.95
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador02Hit,0,176.5,16.05
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador02Hit,1,113.45,6.05
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador02Hit,2,95.45,-4.95
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador02Hit,3,-77.55,-4.95
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador02Hit,4,-106.55,6.05
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador02Hit,5,57.45,-0.95
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador02Hit,6,95.45,-4.95
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador02Hit,7,-77.55,-4.95
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador02Hit,8,-106.55,6.05
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador02Hit,9,57.45,-0.95
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador02Hit,10,95.45,-4.95
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador02Hit,11,-77.55,-4.95
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador02Hit,12,-106.55,6.05
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador02Hit,13,86.45,-42.45
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador02Hit,14,50.45,-86.95
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador02Hit,15,50.95,-96.45
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador02Hit,16,109.45,104
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador02HitGround,0,102.45,-3.95
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador01,34,170.45,-4.95
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador01,35,260.45,-4.95
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador01,36,260.45,-4.95
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador01,37,230.45,0
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador01Hit,0,170.45,0
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador01Hit,1,144.45,-20.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador01Hit,2,51.95,-53.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador01Hit,3,-24.55,-38
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador01Hit,4,-76.05,-24.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador01Hit,5,-54.55,-15
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador01Hit,6,70.45,-20
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador01Hit,7,135.45,-45
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador01Hit,8,-24.55,-38
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador01Hit,9,-54.55,-20
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador01Hit,10,-76.05,-24.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador01HitRelease,0,-129.55,-5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador01HitRelease,1,-99.55,-5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador01HitRelease,2,150.45,-15
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador01HitReleaseFlip,0,-96.55,-25
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador01HitReleaseFlip,1,-86.55,-45
Animation_Fists.anm,a__FistsAnimation,AttackSpecialLuchador01HitReleaseFlip,2,150.45,-15
Animation_Fists.anm,a__FistsAnimation,AttackSpecialWerewolf06_SwapEpicMordex,36,152.75,-37.95
Animation_Fists.anm,a__FistsAnimation,AttackSpecialWerewolf06_SwapEpicMordex,37,176.3,-19.05
Animation_Fists.anm,a__FistsAnimation,AttackSpecialWerewolf06_SwapEpicMordex,38,183.8,14.1
Animation_Fists.anm,a__FistsAnimation,AttackSpecialWerewolf06Active_SwapEpicMordex,0,183.8,14.1
Animation_Fists.anm,a__FistsAnimation,AttackSpecialWerewolf06Active_SwapEpicMordex,1,137.5,12.95
Animation_Fists.anm,a__FistsAnimation,AttackSpecialWerewolf06Active_SwapEpicMordex,2,104.6,-10.45
Animation_Fists.anm,a__FistsAnimation,AttackSpecialWerewolf06Active_SwapEpicMordex,3,43.05,12.55
Animation_Fists.anm,a__FistsAnimation,AttackSpecialWerewolf06Active_SwapEpicMordex,4,43.05,12.55
Animation_Fists.anm,a__FistsAnimation,AttackSpecialWerewolf06Active_SwapEpicMordex,5,8.15,11.6
Animation_Fists.anm,a__FistsAnimation,AttackSpecialWerewolf06Active_SwapEpicMordex,6,-68.1,12.65
Animation_Fists.anm,a__FistsAnimation,AttackSpecialWerewolf06Active_SwapEpicMordex,7,-65.2,3.2
Animation_Fists.anm,a__FistsAnimation,AttackSpecialWerewolf06Active_SwapEpicMordex,8,-62.45,-9.85
Animation_Fists.anm,a__FistsAnimation,AttackSpecialWerewolf06Active_SwapEpicMordex,9,-58.8,-10.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialWerewolf06Active_SwapEpicMordex,10,-68.95,-38.05
Animation_Fists.anm,a__FistsAnimation,AttackSpecialWerewolf06Active_SwapEpicMordex,11,-58.65,-95.45
Animation_Fists.anm,a__FistsAnimation,AttackSpecialWerewolf06Active_SwapEpicMordex,12,-58.55,-102.5
Animation_Fists.anm,a__FistsAnimation,AttackSpecialWerewolf06Active_SwapEpicMordex,13,187.85,109.35
Animation_Fists.anm,a__FistsAnimation,AttackSpecialWerewolf06Hit_SwapEpicMordex,0,183.8,14.1
